ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
5,,9500,95,34814411
,9.99,6000,50.01,34813336
,,3000,30,
,,600,6,34812550
,9.98,5000,40.02,34810119
6,,9400,94,34809729
,,7000,70,34808660
,,6600,66,34806507
,,8000,80,34806368
,9.99,15000,140.01,34804580
10,,3200,32,34800816
1,,3900,39,34800569
,,3000,30,
,,2800,28,34797758
5,,3500,35,34786260
10,,9000,90,34784911
,,1000,10,34784518
1.5,,3350,33.5,34781885
59.99,9.99,5000,40.01,34778499
9.57,,5043,50.43,34778868
,,1350,13.5,34777341
40,,6000,60,
,,2500,25,34774094
50,,5000,50,34773995
18,,8200,82,34771838
,,2500,25,34771122
,,4700,47,34770319
,,10042,100.42,34769384
,,2000,20,34766824
,,900,9,34765110
5,,3500,35,
,,2521,25.21,34764186
15,,2500,25,34760675
,,1000,10,34757687
14,,600,6,34757491
5,,2500,25,34756371
,,2000,20,34755223
16,,2400,24,34754478
5,,3500,35,34753161
5,,1500,15,34752241
1,,4400,44,34748870
61.99,9.99,14800,138.01,34747248
15,,28500,285,34746286
30,,7000,70,34746060
10,,7000,70,34737982
,5.78,2507,19.29,34734398
,,4400,44,34732304
,,6500,65,34730509
10,,5000,50,34730054
19.98,19.98,10000,80.02,34728199
8,,3200,32,34727765
,9.99,11000,100.01,34725940
10,9,6000,51,34723575
5,,2500,25,34723303
,18,7000,52,34720374
2,,1800,18,34720018
1,,6400,64,34719805
,20.1,10010,80,34719939
,19.98,10000,80.02,34717075
45,,5500,55,34715622
,,2500,25,34712848
,,3000,30,34711239
4,,3600,36,34708314
3.86,,2114,21.14,34706802
4,,600,6,34704921
5,,2500,25,34704550
,,2000,20,34704309
,,3000,30,34702220
3,,1200,12,34701380
,,1000,10,34700646
,,2350,23.5,34699146
,,3000,30,34695842
,,1000,10,34695233
10,,3000,30,
56,,4400,44,34692970
,54.96,5996,5,34693246
,175.14,18014,5,34692716
7,,7300,73,34692700
,104.94,10994,5,34692689
,,2500,25,34687338
,,2000,20,34686905
,,2514,25.14,34686448
5,,3500,35,
5,,5500,55,34686212
,,2000,20,34683750
,,3000,30,34682297
14,10.08,13608,126,34682052
,,2500,25,34681250
16,,4400,44,34677941
,,3200,32,34676225
8,,1200,12,34675134
10,,7000,70,34673655
3,,3700,37,34673129
5,,9500,95,34670249
,,2500,25,34669594
,,300,3,34669335
5,,1500,15,
,17.34,2500,7.66,34663754
,25.6,12800,102.4,34663834
,,2500,25,34661404
,,3000,30,
,,4000,40,34655895
8,,3200,32,34652123
,18,7000,52,34647824
,,3000,30,
10,,1000,10,34647179
84,,1600,16,34646954
46,,5400,54,34646798
5,,3500,35,34646640
,,3000,30,
6.25,,15375,153.75,34644531
,,4300,43,34634198
,,2600,26,34630991
,24.99,2500,0.01,34630811
7,,21300,213,34630482
,0.57,2557,25,34629145
,,6100,61,34626464
,,300,3,34622521
,,9500,95,34620786
,,1100,11,34620010
5,,3500,35,34619824
,,4300,43,43719297
95,,500,5,
,4.99,2500,20.01,
5,,3500,35,34606312
,8.01,5501,47,
,,18000,180,34602642
,4.99,2500,20.01,
,19.98,12500,105.02,34601184
,,2500,25,34600856
,,14500,145,34600310
,,1700,17,34600145
10,,3000,30,34600013
12.14,,3786,37.86,34599162
,,3000,30,
4.86,,2514,25.14,34574418
,,12000,120,34573103
8,,5200,52,34572956
10,,5000,50,34571319
6,,4400,44,34570532
,9.99,5000,40.01,34569849
3,,8200,82,34569639
,2.3,1800,15.7,34568756
,,2500,25,34567551
5,,4500,45,34566460
2,13.01,11101,98,34564003
0.02,20.02,2000,-0.02,
0.02,20.02,2000,-0.02,
,19.98,31700,297.02,34563458
3.11,23.11,20000,176.89,34562401
,,1000,10,34560420
10,,9000,90,34559807
3,,1700,17,34559704
5,20.08,17508,155,34559614
,,8000,80,34558699
13,,6700,67,34557784
20,,3000,30,
13,,4700,47,34551001
,,2000,20,34547989
,,500,5,34544069
,,2500,25,34541554
2,,4300,43,34538160
14,,2600,26,34537587
1,,3900,39,34534993
,9.98,5000,40.02,34532882
5,,3500,35,34531725
1,,7900,79,34531831
5,,3500,35,34530690
7.91,,3209,32.09,34529645
88,,1200,12,34528796
,25.6,12800,102.4,34528186
,4.99,2500,20.01,
5.4,,7460,74.6,34527412
,,8000,80,34526828
5,,5500,55,34525817
9.75,3.75,14400,140.25,34526661
14.99,9.99,7500,65.01,34522535
15,,8500,85,34518208
15,,8500,85,34517569
,,8000,80,34511141
7,,3300,33,34508112
,,3500,35,
5,,1500,15,34505665
,,1000,10,34505268
,0.39,2536,24.97,34501589
2,,2800,28,34497997
5,,3500,35,34496543
,,3000,30,34496401
,,4000,40,34496212
10,,3000,30,
,45.03,18503,140,34493103
15,,500,5,34492169
,,2500,25,34491322
5,,5500,55,
,1,2800,27,34489753
,,4200,42,34486476
15,,2500,25,34486150
14.28,,4572,45.72,34485245
1,,3900,39,34483543
10,,3000,30,
13,,8700,87,34475750
7.34,17.34,5000,32.66,34473856
,40,14000,100,34473593
,,2000,20,34472446
,4.99,2500,20.01,
5,,3500,35,34469216
9,,5100,51,34466078
,,3000,30,
,,2500,25,34460563
9.43,,9057,90.57,34458759
6,,5400,54,34458046
,,22300,223,34457714
5,,3500,35,34455976
,,2500,25,34452987
,,2500,25,34452772
,,2400,24,34452266
,19.98,10000,80.02,34451293
,,2000,20,34449413
4.98,19.98,13500,115.02,34448855
,,3500,35,34448004
,,3500,35,34447721
,,3500,35,34445081
,9.99,5000,40.01,34443168
2,,3800,38,34438663
,9.98,17000,160.02,34438402
,,10000,100,34436829
,,1500,15,
4,,5600,56,34435133
10,,3000,30,
,,1000,10,
,,3500,35,
4,,600,6,34422465
,,10500,105,34421154
14,,2600,26,34414826
10,,3000,30,
1,,5900,59,34414355
,,20400,204,34410042
4,,3600,36,34408911
,9.99,5000,40.01,34408424
24,19,9500,76,34408994
15,,2500,25,34407410
,9.95,62995,620,34408921
18,,6200,62,34406027
2,,5800,58,34405485
10,,1000,10,
21,,7900,79,34403613
,9.99,5000,40.01,34399750
10,,3000,30,
5,,7500,75,34392709
10,,7000,70,34390047
15,,4500,45,34387689
,17.46,10746,90,34387493
3,,3700,37,34383719
10,,9000,90,34383351
,,2800,28,34382908
16,44.02,10802,64,34381739
5,,9500,95,34379799
3,4,4100,37,34379566
,10.02,2002,10,34379522
,10.05,5005,40,34379376
,22.98,5798,35,34370677
0.77,5.77,2500,19.23,34370114
,,2000,20,34369649
,,4000,40,34366087
14,8.01,7401,66,34365783
,,2000,20,34364937
,,8000,80,34363943
,19.98,10000,80.02,34359173
,20.1,6010,40,34358764
5,,3500,35,
16,,2400,24,34355886
,10,9100,81,34355709
,,2500,25,34354253
10,,3000,30,
5,,2500,25,34352518
6,,17400,174,34351532
,,3500,35,34350267
67,,3300,33,34347946
,5.54,9554,90,34346303
,3.51,4351,40,34343612
65,,3500,35,34340279
,9.99,5000,40.01,34339200
3,,17700,177,34339076
5,,9500,95,34337655
,,3000,30,34337191
,,3500,35,34333410
17,,10300,103,34328434
,,2500,25,34326207
,60,21000,150,34325993
10,,3000,30,
,4.99,2500,20.01,
1,,10900,109,34316530
,,600,6,34316034
,,1000,10,34315630
,21.03,11603,95,34314845
,,2500,25,34308003
8,,3200,32,34307378
,,2000,20,34304083
,,2000,20,34303483
,,4000,40,
,,3600,36,34296664
,,2500,25,34296230
11,,10900,109,34295578
5,,9500,95,34293675
,,3000,30,
2,,19800,198,34292044
,,2500,25,34290791
75,,2500,25,34289253
,,2200,22,34287115
,,2200,22,34287075
10,,5000,50,34285493
70,,3000,30,
7,,17300,173,34284301
16.98,9.98,13300,123.02,34282574
4,,1600,16,34282057
,,8300,83,34280909
10.99,9.99,17900,169.01,34277395
15,,2500,25,34276651
,,1000,10,34259880
,,4000,40,34256680
,,1200,12,34251007
,,1200,12,34249429
,4.99,2500,20.01,
,,2000,20,34245929
,,4000,40,
,10,5000,40,34243597
6,,9400,94,34240272
5,,3500,35,34236914
5,10.01,4501,35,34240412
10,,5000,50,34227572
,,3000,30,
,4.99,2500,20.01,
10,,7000,70,34225633
,,21900,219,34224022
,4.99,2500,20.01,
,5,13300,128,34216861
,,2000,20,34215707
,5,3500,30,34215532
,,5000,50,34214563
5,,5500,55,34214480
,19,9500,76,34214404
,9.99,5000,40.01,34198832
,10.01,6501,55,34196972
2,,300,3,34196502
,8,3000,22,
,,2500,25,34194017
5,,2500,25,34193802
11,,8900,89,34193533
6,,6400,64,34192739
5,,1500,15,34190810
,,2000,20,34188297
,3.99,7399,70,34187178
,66.05,11105,45,34184263
10,,3000,30,
,,5000,50,34175718
75,,2500,25,34172280
15,,8500,85,34170878
1,,2400,24,34171011
1,,9400,94,34170635
,,5000,50,34169006
,19.98,10000,80.02,34168694
65,,3500,35,34166490
,4.99,2500,20.01,34161044
14.87,6.87,7200,65.13,34160628
,,5000,50,34157597
,,2500,25,34157293
,40,14000,100,34156343
,,1000,10,
8,,1200,12,34150043
,,1500,15,34148457
15,,2500,25,34144600
,,16500,165,34142300
,9.99,23550,225.51,34141853
,,1000,10,34140909
10,,5000,50,34139582
,,14100,141,34139114
,,1000,10,34138279
,,6700,67,34134759
,,3000,30,34133962
,,14000,140,34133787
6,,9400,94,34129780
13,,4700,47,34128225
,4.99,5000,45.01,34128040
3,,1200,12,34126306
,9.99,6000,50.01,34125813
,,3000,30,
,75.08,11508,40,34121337
5,,500,5,
2,,4800,48,
,,3000,30,34117327
4.2,,3580,35.8,34116821
,,3200,32,34116596
0.86,,1914,19.14,34115741
15,,2500,25,34113842
,,1000,10,34109849
60,4.01,4401,40,34109174
32,,6800,68,34108627
4.8,,9520,95.2,34103792
5.47,,5453,54.53,34103913
,9.99,5000,40.01,34100806
,,6000,60,34098973
4,,1600,16,34096920
0.01,10.01,1000,-0.01,
,,5021,50.21,34093657
,,8000,80,34093464
,,3418,34.18,34094003
,32.04,21204,180,34087660
9.99,9.99,20000,190.01,34086052
25,,7500,75,34083938
,,2500,25,34083606
9,,4100,41,34079105
5,50.09,8509,35,34078843
,,1300,13,34077545
1,,19900,199,34073431
0.29,,6071,60.71,34071439
,,5000,50,34070077
,110.2,19020,80,34068552
,,8000,80,34066530
,,4500,45,34063139
,,2500,25,34061608
5,,9500,95,34061333
9.98,19.98,15000,130.02,34060706
10,,3000,30,
10,,1000,10,34055008
,,3500,35,
,,1000,10,34049523
,,3500,35,34048924
4,19,9500,76,34048314
,,2500,25,34044684
54.42,,4558,45.58,34040612
,15.1,5010,35,34040514
5,,1500,15,34037759
,,9000,90,34036943
,2.99,300,0.01,34036493
10,,3000,30,
,,1000,10,34034203
5,,3500,35,34033878
,,6000,60,34031236
,,10300,103,34031001
3,8.03,4503,37,34029733
,20,7000,50,34027967
,,4000,40,34027425
,,1600,16,34024294
,,2500,25,34023686
,9.99,5000,40.01,34019131
6,,7400,74,34019016
,,1600,16,34018519
6,,3400,34,34018382
10,,5000,50,34018158
0.71,,3929,39.29,34017163
15,,2500,25,34015963
,,2000,20,34015671
48,,5200,52,34015580
,,14100,141,34014822
,,2000,20,34013500
,,6500,65,34013215
,,20000,200,34010167
5,,1500,15,34009713
6,,21400,214,34008560
,,18000,180,34007865
5,,2500,25,34006333
3,,4200,42,34006198
15,,500,5,
,,9000,90,
,,2000,20,34002233
,,6000,60,34002201
46.98,19.98,17300,153.02,34002024
,,2500,25,34000027
10,,3000,30,
,10.01,4501,35,33998142
3,,3700,37,33998092
5,,500,5,33988365
6,,9400,94,33987237
10,,7000,70,33984088
,,500,5,
,,1500,15,
15,,2500,25,33978626
,,3600,36,33978044
11,7,7600,69,33976600
,,1000,10,33972234
,,5000,50,33972131
,19.98,10000,80.02,33968301
10,,3000,30,33967452
13,,4700,47,33964493
1,,900,9,33963581
,,5700,57,33961031
0.98,19.98,14400,124.02,33957718
1,,1900,19,33957133
10,,5000,50,33956752
,,7500,75,33955906
5,,2500,25,33955056
,,2000,20,33953297
1.99,9.99,10800,98.01,33952911
16,,8400,84,33952787
15,,2500,25,33952608
,20.02,6002,40,33948997
10,9.95,3995,30,33941725
15,,2500,25,33940727
5,,3500,35,33939519
,,1500,15,33937511
5,,7500,75,
75,,2500,25,33930453
,2.8,2800,25.2,33929579
15,,3500,35,
,,1000,10,33926472
5,,9500,95,33925737
10,,3000,30,
,,6400,64,33924049
,19,9500,76,33932083
,,18000,180,33922221
,,5400,54,33921217
,,4000,40,33920939
,,2500,25,33917564
,,3200,32,33917299
,,500,5,
1,,3900,39,33916141
,9.99,5000,40.01,33911508
,,2500,25,33909843
,,2500,25,33909660
,,2500,25,33909637
,9.99,5000,40.01,33909540
,,3500,35,
,,5700,57,33909604
,9.99,5000,40.01,33908738
20,,18000,180,
4,,1600,16,33905765
1.8,,2820,28.2,33903986
,,1000,10,33903684
10,,5000,50,33903530
3,,5700,57,33902151
,,2000,20,33901481
,5.74,16175,156.01,33899355
,,2000,20,33890871
,,5000,50,33889951
66,,3400,34,33887270
8.5,3.5,3500,31.5,
7,,300,3,33884305
,,2300,23,33884258
10,,5000,50,33883821
,1.01,2501,24,33882730
15,,2500,25,33877525
50,,5000,50,33877315
2,,1800,18,33876681
,,5000,50,33872163
10,,3000,30,
75,,2500,25,33867377
,,24700,247,33866469
,9.99,5000,40.01,33861564
,,3500,35,33861123
,,1000,10,33860647
3,,3700,37,33860302
10,,5000,50,33858066
10,,1000,10,33857087
10,,9000,90,33855498
,5,3500,30,33852699
,23.11,2500,1.89,33837045
,12.8,6400,51.2,33836940
,,300,3,33834109
10,,1000,10,33833993
,,2500,25,33830971
,,2000,20,33827633
,,500,5,
,9.99,10000,90.01,33826209
0.78,5.78,8500,79.22,33824767
,,300,3,33822846
50,,5000,50,33821682
,29.97,11000,80.03,33821184
,49.9,9690,47,33819938
,,5600,56,33818511
,,2500,25,33818110
17,,4300,43,33817912
,,5000,50,33817846
15,,2500,25,33806430
2,,300,3,33804236
5,,2500,25,33800853
,,4500,45,
,,3000,30,
1,,13900,139,33797484
,,2000,20,33797008
2,,1800,18,33793497
,,3000,30,
9,,1100,11,33786742
,,4030,40.3,33786215
,,8100,81,33783518
7,,9300,93,33783061
60.5,,3950,39.5,33782301
2,2,2000,18,33779496
5,,3500,35,
6,16.01,7001,54,33775824
9.99,9.99,10000,90.01,33775678
,,6000,60,33774421
14,,2600,26,33772992
,,8000,80,33772269
16,,4400,44,33771923
7,,5300,53,33771306
15,,2500,25,33769202
,,1000,10,33765239
10,40.06,7006,30,33758905
10,,1000,10,33756459
,,600,6,33755365
5,,11500,115,33754297
,,3000,30,
,,3000,30,
5,,3500,35,
6,,3400,34,33747537
15.66,,12434,124.34,33741290
1,,2400,24,33738831
11,,4900,49,33736913
,,2000,20,33736129
8,,13200,132,33736210
,27,13500,108,33737463
10,,5000,50,33731555
5,,3500,35,
15,,500,5,33731298
,19.98,10000,80.02,33730570
,,46500,465,33727675
,,2000,20,33727073
2,,1800,18,33726630
,9.99,5000,40.01,33725690
4,,1600,16,33725473
6,,7400,74,33723340
1,,2900,29,33721388
,,5000,50,33720266
15,,2500,25,33718375
,,1000,10,33715669
36,,6400,64,33715470
12,,6800,68,33714938
,9.99,5000,40.01,33713583
,,5000,50,33712911
10,,3000,30,
,,6100,61,33705731
,,5000,50,33704144
,,500,5,33701030
,,2000,20,33700861
,,1500,15,
,,1200,12,33698375
6,,9400,94,33695597
,,1000,10,33692739
,,6000,60,33689688
,4.99,2500,20.01,
7.99,9.99,6200,52.01,33684153
,,4500,45,33683153
,9.99,9100,81.01,33682987
,,2500,25,33680507
2.64,,3736,37.36,33678952
,,500,5,33676864
,9.99,5000,40.01,33675457
,,2500,25,33674923
3.98,19.98,11600,96.02,33672273
,,3000,30,
20,,3000,30,33667932
17,,300,3,33667596
5,,7500,75,
,30.15,15015,120,33661853
,,1000,10,33659517
,,1000,10,33657072
,,3000,30,
,,1000,10,33653518
,,2300,23,33651434
2,,3800,38,33650578
,19.98,11000,90.02,33651588
5,,13500,135,33646791
,,2000,20,33646472
,,1500,15,33644528
10,,11000,110,33643872
,9.99,5000,40.01,33643069
,7.5,2750,20,33637383
,,1500,15,33631368
1,,4400,44,33629675
,,18000,180,33627927
,,8000,80,
,30.09,9509,65,33621962
10,,3000,30,
,,2800,28,33612505
17,,300,3,33611267
,,5000,50,33607982
,,10000,100,33603904
6,,5400,54,33602264
16,,4400,44,33599420
,,2000,20,33598725
,20.02,5002,30,33594877
,5,4500,40,33593598
6,,1400,14,33586859
10,,1000,10,33584465
7,,5300,53,33584280
10,,1000,10,33579459
,,6000,60,33577921
,,1000,10,33575006
1,,7400,74,33574773
,4.98,2498,20,33573876
,,2500,25,33571902
,,1000,10,33571415
,34.49,12249,88,33569998
10,,3000,30,33566810
,,21500,215,33566705
,,2500,25,33564033
8,,7200,72,33563883
5,,9500,95,33563641
,,2900,29,33562328
,38.02,8202,44,33559170
,73.04,13304,60,33557354
,,1500,15,33556661
,107.52,17252,65,33555319
,,2500,25,33552791
,,5500,55,33544533
,-5,9500,100,33544157
4.99,9.99,16500,155.01,33542720
,,5000,50,
10,,5000,50,33539135
,19,9500,76,33529611
,,500,5,
6,,9400,94,33525533
10,,3000,30,33522472
5,,3500,35,
,4.99,2500,20.01,
10,,3000,30,
2.71,,6229,62.29,33518615
9.7,,1030,10.3,33518354
,,2500,25,33517727
15,,2500,25,33517186
10,,1000,10,33516873
,50.01,11001,60,33513818
,,2500,25,33512785
0.99,9.99,10900,99.01,33512205
16,,4400,44,33511747
,,7000,70,33505747
,,2500,25,33503379
,,1000,10,33493375
,,3500,35,33492796
5,,9500,95,33491931
1,,6400,64,33491807
,,2500,25,33473197
,,600,6,33473020
1,,2400,24,33470599
,,8000,80,33469320
,,2500,25,33468139
,,2500,25,33464744
3,,3700,37,33464343
,,12000,120,33460051
14,,600,6,33458971
,19.98,10000,80.02,33458811
16,,14400,144,33457111
,,8000,80,33447512
14.98,19.98,32500,305.02,33447474
,,11300,113,33446562
,,5000,50,33444157
,,2000,20,33440384
,,6000,60,
5,,5500,55,33439363
,,10200,102,33433118
10,,9000,90,33432028
,,1000,10,33431800
,,1000,10,33430598
10,,3000,30,
15,,2500,25,33429365
,,500,5,33429049
,,1200,12,33428374
,,9800,98,33426568
14.98,19.98,24500,225.02,33427211
,,8500,85,33423673
10,,5000,50,33423539
,9.99,5000,40.01,33422387
2,,5800,58,33419159
10,,1000,10,33417448
10,,1000,10,33416875
,,6000,60,33415551
1,,5900,59,33415312
,,2000,20,33414523
,,10500,105,33414151
,,4700,47,33405925
1.5,,2350,23.5,33405509
11,,10900,109,33401193
20,,3000,30,
5,,9500,95,33396747
15,,2500,25,33396037
10,,3000,30,
5,,3500,35,33391078
,,1000,10,33390055
,,2500,25,33389543
70,,3000,30,
15,,8500,85,33388351
,5,3500,30,
,,13200,132,33380080
1,,7900,79,33378226
17,,6300,63,33372750
,,300,3,33370308
39.5,,6050,60.5,33370580
3.98,19.98,11600,96.02,33369220
,,2500,25,33363264
,29.97,15000,120.03,33361636
,,4000,40,33359419
18,,6200,62,33359086
,,1000,10,33357213
,,14000,140,33357016
15,,2500,25,33356344
,,14000,140,33355384
,10.05,5005,40,33354470
,,5000,50,33353095
,,2500,25,33353548
,,2500,25,33350079
12,,2800,28,33345887
,,5800,58,33345810
11,,12900,129,33345460
10,,1000,10,33345013
2,,4800,48,33344630
,,1000,10,33344050
50,,5000,50,33338002
10,,7000,70,33335626
,,1000,10,33333670
20.99,9.99,18900,179.01,33332177
,9.98,7000,60.02,33331851
10,,3000,30,
2,,7800,78,33329352
,,1000,10,33319382
5,,9500,95,33317858
,9.99,6100,51.01,33317787
,6.99,6999,63,33316042
,20.09,16709,147,33315809
24,19,9500,76,33316244
,,3000,30,
,10.06,11006,100,33305559
,,3500,35,
,,4500,45,33304308
,,4000,40,33301324
,,2000,20,33300554
3,,5700,57,33300329
,20.1,10010,80,33300078
,,4500,45,33299756
12,,4800,48,33299292
17,,6300,63,33297341
1,,2400,24,33297069
10,,3000,30,33295586
5,,9500,95,33291275
50,,5000,50,33287854
,,1000,10,33287498
42,,25800,258,33284018
14,,8600,86,33283220
,,2500,25,33282839
,9.99,10000,90.01,33280402
5,,1500,15,33280069
,10.05,5005,40,33278194
10,,1000,10,33275582
10,,5000,50,33274890
,,2500,25,33268208
,9.96,1996,10,
5,,9500,95,33263165
17,,300,3,33262324
,,4500,45,33262054
5,,3500,35,33260784
,,2000,20,33259485
,,1000,10,33256956
,60.06,14006,80,33254599
2,,1800,18,33248375
,,1000,10,33246636
5,,9500,95,33245799
10,,3000,30,
10,,5000,50,33243197
,,4500,45,33240816
16,,8400,84,33239699
46,,5400,54,33239354
10,,1000,10,33238417
,,4200,42,33238229
,,3500,35,33237622
10,,3000,30,
15,,2500,25,33233465
,,2000,20,33233287
,,4500,45,33231498
15,,2500,25,33231279
,,6500,65,33230575
5,,9500,95,33228916
5,,2500,25,33226901
10,,5000,50,33224433
,10.05,5005,40,33213519
10,,1000,10,33212068
,16,2500,9,33211466
2,,2800,28,33208771
,,2000,20,33208268
,7.5,5000,42.5,33212010
4,,3600,36,33204414
50,,5000,50,33204124
32,,6800,68,33199424
,,2000,20,33199235
31,,6900,69,33198431
,,5000,50,33198059
,,5000,50,33197116
1.99,9.99,11800,108.01,33193585
16,,2400,24,33191480
,,3000,30,
,,1000,10,33186188
70,,3000,30,33186143
5,,3500,35,33185857
,,2000,20,33184400
10,,1000,10,33183578
15,,2500,25,33182844
5,,19500,195,33182410
10,,13000,130,33180855
10,,7000,70,33178799
,,2500,25,33178504
,,2500,25,33178212
25,,17500,175,33177468
,20.01,8001,60,33176781
,,16475,164.75,33176202
,,2000,20,33175729
15.64,,20436,204.36,33169813
,10.07,8507,75,33169202
,,2500,25,33169042
,31.43,7143,40,33169341
4.79,,9021,90.21,33165776
,,2000,20,33162922
,,2500,25,33160889
,,2000,20,33160733
,,2500,25,33159263
4.59,,9541,95.41,33156826
4,19,9500,76,33155998
15,,2500,25,33155250
50,,5000,50,33151745
,,3100,31,33151463
,,8500,85,33150739
18,,2200,22,33148727
,,3300,33,33149084
12,,3800,38,33148405
,,1000,10,33144438
,42.02,10202,60,33142850
,20.99,4599,25,33139843
,4.99,6000,55.01,
,50.04,15504,105,33132404
,41.21,9121,50,33132280
53,,4700,47,33130567
10,,5000,50,33130102
,,2000,20,33128162
,,2450,24.5,33127268
,,500,5,
3,,1700,17,33108870
1,,5900,59,33108724
10,,9000,90,33108024
,,2400,24,33107318
,20.02,4502,25,33105371
,,3000,30,33105141
,20.02,4502,25,33102560
,,14000,140,33098292
,,3000,30,
12,,2800,28,33097938
44.99,9.99,6500,55.01,33095491
,,2000,20,33095003
10,,13000,130,33094728
,24.01,5401,30,33094341
,,1000,10,33093859
,35.04,23504,200,33093587
,,15300,153,33092581
,,3600,36,33092598
50,0.14,5014,50,33084566
5,,4500,45,33080458
3,,1200,12,33080065
,,1200,12,33079599
,,3200,32,33079994
,,2000,20,33074206
2,,800,8,33073792
4.99,6.99,4200,35.01,
,9.98,5000,40.02,
15,0.29,2529,25,33067594
6,,3400,34,33067090
15,,8500,85,33067025
,,2000,20,33065922
,,3000,30,33064380
10,0.14,5014,50,33063544
1.99,9.99,5300,43.01,33061464
,4.98,2998,25,33061015
,5.77,2600,20.23,33058993
,3,3000,27,33058504
,40,14000,100,33058340
14,,4600,46,33058046
7,,3300,33,33053557
10,,3000,30,33051576
5,,9500,95,33050859
80,,2000,20,33049801
,,6000,60,33047753
5,,5500,55,33046071
4,,4600,46,33044718
,,500,5,
4.99,9.99,12500,115.01,33043356
5,,4500,45,33042557
2,,3800,38,33040215
11,,4900,49,33040017
1,,4900,49,33039477
,,3000,30,
,,3400,34,33036862
,,12700,127,33036549
15,,18500,185,33035026
,,10500,105,33033658
,177.82,35282,175,33032827
15,,4500,45,33031236
1,2.38,1638,14,33028204
10.01,,2999,29.99,33028125
,0.14,2514,25,33025496
,,6000,60,33023472
,,1000,10,33023055
,,2500,25,33020631
,,1000,10,33017222
,,2000,20,33012421
,5.8,15900,153.2,33010429
10,,5000,50,33010349
12,,4800,48,33003122
5,,4500,45,33001537
5,,5500,55,32996024
5,,3500,35,
10,,1000,10,32991867
11,,900,9,32991411
,4.99,2500,20.01,
10,,19000,190,32987837
,,2000,20,32980369
,,2500,25,32979554
,,6000,60,32979482
1,,4400,44,32978820
0.5,,1950,19.5,32975676
5,,3500,35,32975199
,40,14000,100,32974883
2.29,,9771,97.71,32974097
,,7400,74,32973757
,,3000,30,32973235
,10.01,4001,30,32973149
5,,9500,95,32969778
0.5,,2950,29.5,32969150
50,,5000,50,32968879
,8,4000,32,32965242
1.78,5.78,2400,18.22,32960027
,,1000,10,32959281
,,2800,28,32954811
50,0.29,5029,50,32954737
,19,9500,76,32953209
7.09,23.09,5600,32.91,32952628
,20,5000,30,32948070
16,,4400,44,32947511
13,,8700,87,32947290
13,,10700,107,32947378
,9.99,5000,40.01,32946670
,,4000,40,32938949
,,2000,20,32938185
,,1000,10,32938014
,,22750,227.5,32937069
,,5000,50,32935537
,,2100,21,32932975
10,,7000,70,32932476
,,3000,30,32931944
1,,2400,24,32928811
,,3000,30,
10,,1000,10,32925155
,19.98,10000,80.02,32925580
10,,9000,90,32924788
,,3000,30,
,,16000,160,32924283
,,2500,25,32924474
5,,5500,55,32918810
,,1000,10,32918789
